source_row,product_code,product_name,brand,category_name,unit,mrp,selling_price,cost_price,margin_percentage,stock_quantity,source_hsn_code,source_gst_percent,source_alias_name,source_generic_name,source_sub_category,source_created_date
175,LEGACY-XLS-32862,NESTLE NAN EXCELLA PRO STAGE 1 TIN 400GM PWD,FOOD SAFETY AND STANDARDS AUTHORITY OF INDIA,VITAMINS & SUPPLEMENTS-HW,1 pack,909.54,909.54,730.84,19.65,1.00,19011090,5.00,NESTLE NAN EXCELLA PRO STAGE 1 TIN 400GM PWD,PROBIOTIC,NESTLE(TAG),01/12/2022
176,LEGACY-XLS-32874,QUAKER OATS 400GM PKT,PEPSICO INDIA HOLDING PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,86.00,86.00,74.46,13.42,0.00,11041200,5.00,QUAKER OATS 400GM PKT,,QUAKER(TAG),01/12/2022
177,LEGACY-XLS-32875,QUAKER OATS 1KG PKT,PEPSICO INDIA HOLDING PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,210.00,210.00,181.82,13.42,1.00,11041200,5.00,QUAKER OATS 1KG PKT,,QUAKER(TAG),01/12/2022
178,LEGACY-XLS-32889,FINGER PULSE OXIMETER- DR MORPEN,MOREPEN LABORATORIES LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1500.00,1500.00,850.50,43.30,0.00,90189011,5.00,FINGER PULSE OXIMETER- Dr Morepen,,MOREPEN(TAG),01/12/2022
179,LEGACY-XLS-32891,HORLICKS 450GM PKT PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,235.00,235.00,207.23,11.82,13.00,21069099,5.00,HORLICKS 450GM PKT PWD,,HORLICKS(TAG),01/12/2022
180,LEGACY-XLS-33092,PROTIFRESH CHOCO 200GM PWD,SMART CARE,VITAMINS & SUPPLEMENTS-HW,1 pack,200.00,200.00,56.00,72.00,0.00,21069099,5.00,PROTIFRESH CHOCO 200GM PWD,,OTX,01/12/2022
181,LEGACY-XLS-33146,URO GUARD MALE URINARY DEVICE (M),KODI HEAL TH CARE PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,35.00,35.00,18.50,47.14,0.00,90189099,5.00,URO GUARD MALE URINARY DEVICE (M),,OTX,01/12/2022
182,LEGACY-XLS-33147,URO GUARD MALE URINARY DEVICE (L),KODI HEAL TH CARE PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,35.00,35.00,18.50,47.14,0.00,90189099,5.00,URO GUARD MALE URINARY DEVICE (L),,OTX,01/12/2022
183,LEGACY-XLS-33304,GLADPRO 200GM PWD,GLADSTONE PHARMA INDIA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,391.00,391.00,297.90,23.81,2.00,21069091,5.00,GLADPRO 200GM PWD,NUTRITIONAL SUPPLEMENT,OTX,01/12/2022
184,LEGACY-XLS-33331,BLOOD GLUCOSE MONITOR SIMPLE-ONETOUCH,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1149.00,1149.00,883.81,23.08,6.00,38220019,5.00,BLOOD GLUCOSE MONITOR SIMPLE-ONETOUCH,,ONETOUCH(TAG),01/12/2022
185,LEGACY-XLS-33381,VIDAVANCE CHOCOLATE 400GM PWD,MODI MUNDI PHARMA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,740.00,740.00,555.00,25.00,1.00,21069091,5.00,VIDAVANCE CHOCOLATE 400GM PWD,,OTX,01/12/2022
186,LEGACY-XLS-33429,FAX ISAPGOL ORANGE 100GM PWD,,VITAMINS & SUPPLEMENTS-HW,1 pack,186.00,186.00,138.60,25.48,1.00,30049099,5.00,FAX ISAPGOL ORANGE 100GM PWD,,OTX,01/12/2022
187,LEGACY-XLS-33547,PROTINEX CREAMY VANILLA 400GM PWD,NUTRICIA INTERNATIONAL PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,600.64,600.64,501.78,16.46,1.00,19019090,5.00,PROTINEX CREAMY VANILLA 400GM PWD,,PROTINEX(TAG),01/12/2022
188,LEGACY-XLS-33658,OXEE CHECK PULSOXIMETER-ROMSON,ROMSONS GROUP PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1713.00,1713.00,1160.00,32.28,0.00,90189099,5.00,OXEE CHECK PULSOXIMETER-ROMSON,,OTC,01/12/2022
189,LEGACY-XLS-33782,BLOOD LANCETS-DIABASCAN,VERTECH HEALTH SOLUTIONS INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,326.00,326.00,52.38,83.93,2.00,90189099,5.00,BLOOD LANCETS-DIABASCAN,,OTX,01/12/2022
190,LEGACY-XLS-33879,KARKIDAKA KANJI KOOTTU 500GM-KANDAMKULATHY,KANDAMKULATHY VAIDYASALA,VITAMINS & SUPPLEMENTS-HW,1 pack,230.00,230.00,164.29,28.57,4.00,30049011,5.00,KARKIDAKA KANJI KOOTTU 500GM-KANDAMKULATHY,,KANDAMKULATHY(TAG),01/12/2022
191,LEGACY-XLS-33970,HORLICKS PROTEIN PLUS CHOCOLATE PET JAR 400GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,650.00,650.00,467.96,28.01,0.00,21069099,5.00,HORLICKS PROTEIN PLUS CHOCOLATE PET JAR 400GM PWD,,HORLICKS(TAG),12/07/2023
192,LEGACY-XLS-34012,MAXVIDA VANILLA 400GM PWD,MODI MUNDI PHARMA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,792.00,792.00,633.60,20.00,0.00,21061000,5.00,MAXVIDA VANILLA 400GM PWD,,OTX,13/07/2023
193,LEGACY-XLS-34013,HORLICKS MILLET CHOCOLATE PET JAR 400GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,279.00,279.00,224.65,19.48,2.00,19019090,5.00,HORLICKS MILLET CHOCOLATE PET JAR 400GM PWD,,HORLICKS(TAG),13/07/2023
194,LEGACY-XLS-34228,BLUVIT D3 1GM GRANULES,BLUE CROSS LABORATORIES LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,10.00,10.00,7.14,28.60,49.00,30045039,5.00,BLUVIT D3 1GM GRANULES,CHOLECALCIFEROL,OTX,17/07/2023
195,LEGACY-XLS-34257,KARKIDAKA OUSHADA KANJI KOOTTU 750GM-KMN,FOOD SAFETY AND STANDARDS AUTHORITY OF INDIA,VITAMINS & SUPPLEMENTS-HW,1 pack,190.00,190.00,152.45,19.76,0.00,300449,5.00,KARKIDAKA OUSHADA KANJI KOOTTU 750GM-KMN,,OTC,18/07/2023
196,LEGACY-XLS-34365,PREGATEST CARD,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,30 pack,66.00,66.00,7.90,88.03,0.00,38220090,5.00,PREGATEST CARD,,OTX,19/07/2023
197,LEGACY-XLS-34485,ONE TOUCH VERIO FLEX METER,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1750.00,1750.00,1119.80,36.01,0.00,30330000,5.00,ONE TOUCH VERIO FLEX METER,,ONETOUCH(TAG),22/07/2023
198,LEGACY-XLS-34555,QUAKER OATS 500GM JAR,PEPSICO INDIA HOLDING PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,135.00,135.00,116.88,13.42,0.00,11041200,5.00,QUAKER OATS 500GM JAR,,QUAKER(TAG),24/07/2023
199,LEGACY-XLS-34815,STETHOSCOPE-BPL,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,4500.00,4500.00,2500.00,44.44,0.00,90189022,5.00,STETHOSCOPE-BPL,,OTC,28/07/2023
200,LEGACY-XLS-34887,LECHURE DM PROTIEN 400GM PWD,LECHURE HEALTHCARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,650.00,650.00,440.72,32.20,0.00,21061000,5.00,LECHURE DM PROTIEN 400GM PWD,,OTX,29/07/2023
201,LEGACY-XLS-34942,STETHOSCOPE CLASSIC TONE-LIFETONE,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,599.00,599.00,325.00,45.74,0.00,90189022,5.00,STETHOSCOPE CLASSIC TONE-LIFETONE,,OTC,31/07/2023
202,LEGACY-XLS-35000,COMPLAN NUTRIGRO CREAMY VANILLA JAR 400GM PWD,ZYDUS HEALTHCARE LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,625.00,625.00,466.10,25.42,4.00,30049099,5.00,COMPLAN NUTRIGRO CREAMY VANILLA 400GM PWD,,COMPLAN(TAG),02/08/2023
203,LEGACY-XLS-35026,SEA GOLD 200ML FISH OIL,,VITAMINS & SUPPLEMENTS-HW,1 pack,130.00,130.00,108.33,16.67,0.00,23099090,0.00,SEA GOLD 200ML FISH OIL,,OTC,03/08/2023
204,LEGACY-XLS-35058,WOMENS PLUS HORLICKS CHOCOLATE 400GM PET JAR,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,324.00,324.00,285.71,11.82,4.00,19019090,5.00,WOMENS PLUS HORLICKS CHOCOLATE 400GM PET JAR,,HORLICKS(TAG),04/08/2023
205,LEGACY-XLS-35059,WOMENS PLUS HORLICKS CARAMEL 400GM PET JAR,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,339.00,339.00,298.94,11.82,11.00,19019090,5.00,WOMENS PLUS HORLICKS CARAMEL 400GM PET JAR,,HORLICKS(TAG),04/08/2023
206,LEGACY-XLS-35060,QUAKER OATS 600GM,PEPSICO INDIA HOLDING PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,129.00,129.00,111.69,13.42,0.00,11041200,5.00,QUAKER OATS 600GM,,QUAKER(TAG),04/08/2023
207,LEGACY-XLS-35445,QUAKER OATS 1KG JAR,PEPSICO INDIA HOLDING PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,238.00,238.00,206.66,13.17,0.00,11041200,5.00,QUAKER OATS 1KG JAR,,QUAKER(TAG),17/08/2023
208,LEGACY-XLS-35519,QUAKER OATS 1.5KG PKT,PEPSICO INDIA HOLDING PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,327.00,327.00,283.12,13.42,0.00,11041200,5.00,QUAKER OATS 1.5KG PKT,,QUAKER(TAG),19/08/2023
209,LEGACY-XLS-35561,CHYAVANULES 250GM GRANULES,ARYA VAIDYA SALA KOTTAKKAL,VITAMINS & SUPPLEMENTS-HW,1 pack,300.00,300.00,214.27,28.58,3.00,30049011,5.00,CHYAVANULES 250GM GRANULES,,OTX,21/08/2023
210,LEGACY-XLS-35675,COMPLAN NUTRIGRO CHOCOLATE JAR 400GM PWD,ZYDUS HEALTHCARE LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,595.00,595.00,443.73,25.42,0.00,30049099,5.00,COMPLAN NUTRIGRO CHOCOLATE 400GM PWD,,COMPLAN(TAG),24/08/2023
211,LEGACY-XLS-35835,MMS 1 INFANT FORMULA TIN 200GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,345.00,345.00,271.76,21.23,0.00,04021020,5.00,MMS 1 INFANT FORMULA TIN 200GM PWD,,BRITISH BIOLOGICALS(TAG),02/09/2023
212,LEGACY-XLS-35850,KELLOGGS OATS 900GM,,VITAMINS & SUPPLEMENTS-HW,1 pack,180.00,180.00,147.50,18.06,0.00,11041200,5.00,KELLOGGS OATS 900GM,,OTC,04/09/2023
213,LEGACY-XLS-35885,ON CALL PLUS BLOOD GLUCOSE TEST STRIP 50S,ACON LABORATORIES INC,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1100.00,1100.00,290.00,73.64,193.00,38220090,5.00,ON CALL PLUS BLOOD GLUCOSE TEST STRIP 50S,,OTX,05/09/2023
214,LEGACY-XLS-35898,AROW RT 50GM PWD-ASHTAVAIDYA,ASHTAVAIDYA HERBAL PHARMA,VITAMINS & SUPPLEMENTS-HW,1 pack,100.00,100.00,71.43,28.57,15.00,30049011,5.00,AROW RT 50GM PWD-ASHTAVAIDYA,,ASHTAVAIDYA(TAG),06/09/2023
215,LEGACY-XLS-35899,NESTLE NAN EXCELLA PRO STAGE 2 TIN 400GM PWD,FOOD SAFETY AND STANDARDS AUTHORITY OF INDIA,VITAMINS & SUPPLEMENTS-HW,1 pack,940.00,940.00,742.49,21.01,0.00,19011090,5.00,NESTLE NAN EXCELLA PRO STAGE 2 TIN 400GM PWD,,NESTLE(TAG),06/09/2023
216,LEGACY-XLS-36025,ALPROVIT ACTIVE CHOCOLATE 200GM PWD,ALKEM LABORATORIES LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,418.00,418.00,283.39,32.20,0.00,30045039,5.00,ALPROVIT ACTIVE CHOCOLATE 200GM PWD,,OTX,08/09/2023
217,LEGACY-XLS-36198,FRESUBIN DM 400GM PWD,FRESENIUS KABI INDIA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,988.00,988.00,790.50,19.99,0.00,21069091,5.00,FRESUBIN DM 400GM PWD,NUTRITIONAL SUPPLEMENT,OTX,11/09/2023
218,LEGACY-XLS-36205,WHITE OATS 200GM,LEAF N RELIEF,VITAMINS & SUPPLEMENTS-HW,1 pack,49.00,49.00,40.48,17.39,2.00,11041200,5.00,WHITE OATS 200GM,,OTC,11/09/2023
219,LEGACY-XLS-36300,HORLICKS DIABETES PLUS VANILLA 200GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,374.00,374.00,320.89,14.20,16.00,21069099,5.00,HORLICKS DIABETES PLUS VANILLA 200GM PWD,,HORLICKS(TAG),14/09/2023
220,LEGACY-XLS-36523,HUF PUF KIT SPACER,CIPLA LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,823.12,823.12,627.14,23.81,0.00,90192090,5.00,HUF PUF KIT SPACER,,OTX,18/09/2023
221,LEGACY-XLS-36533,INFANT MASK DEVICE,CIPLA LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,266.00,266.00,180.33,32.21,0.00,40149090,18.00,INFANT MASK DEVICE,,OTX,18/09/2023
222,LEGACY-XLS-36569,ZEROSTAT MINI SPACER DEVICE,CIPLA LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,573.65,573.65,437.07,23.81,0.00,90192090,5.00,ZEROSTAT MINI SPACER DEVICE,,OTX,18/09/2023
223,LEGACY-XLS-36649,JUNIOR HORLICKS CHOCOLATE JAR 500GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,345.00,345.00,270.72,21.53,6.00,19019090,5.00,JUNIOR HORLICKS CHOCOLATE JAR 500GM PWD,,HORLICKS(TAG),19/09/2023
224,LEGACY-XLS-36969,MOTHERS PLUS HORLICKS 400GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,595.00,595.00,476.00,20.00,4.00,19019090,5.00,MOTHERS PLUS HORLICKS 400GM PWD,,HORLICKS(TAG),25/09/2023
225,LEGACY-XLS-37010,BLOOD GLUCOSE INSTANT TEST STRIP 10S-ACCU CHECK,ROCHE DIABETES CARE INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,398.00,398.00,333.00,16.33,0.00,38220019,5.00,BLOOD GLUCOSE INSTANT TEST STRIP 10S-ACCU CHECK,,ACCU CHECK(TAG),25/09/2023
226,LEGACY-XLS-37059,BOOST 17GM SACHET,HUHTAMAKI PPL LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,5.00,5.00,3.92,21.60,0.00,19019090,5.00,BOOST 17GM SACHET,,BOOST(TAG),26/09/2023
227,LEGACY-XLS-37062,HORLICKS 20GM SACHET,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,5.00,5.00,4.00,20.00,3.00,19019090,5.00,HORLICKS 20GM SACHET,,HORLICKS(TAG),26/09/2023
228,LEGACY-XLS-37175,DIGITAL THERMOMETER-POC,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,250.00,250.00,71.50,71.40,1.00,90251910,5.00,DIGITAL THERMOMETER-POC,,OTX,29/09/2023
229,LEGACY-XLS-37197,BRAHMI 200ML SYP-HIMALAYA,HIMALAYA DRUG COMPANY,VITAMINS & SUPPLEMENTS-HW,1 pack,150.00,150.00,110.00,26.67,3.00,30049011,5.00,BRAHMI 200ML SYP-HIMALAYA,,HIMALAYA(TAG),02/10/2023
230,LEGACY-XLS-37220,HORLICKS 1KGM PKT PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,574.00,574.00,469.37,18.23,1.00,19019090,5.00,HORLICKS 1KGM PKT PWD,,HORLICKS(TAG),03/10/2023
231,LEGACY-XLS-37417,UROMETER ADULT-ROMSONS,ROMSONS SCIENTIFIC & SURGICAL PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,572.00,572.00,94.20,83.53,0.00,90183910,5.00,UROMETER ADULT-ROMSONS,,OTX,07/10/2023
232,LEGACY-XLS-37465,THIPPALI 30GM RASAYANAM,,VITAMINS & SUPPLEMENTS-HW,1 pack,30.00,30.00,22.86,23.80,0.00,30049013,5.00,THIPPALI RASAYANAM 30GM PWD,,OTC,10/10/2023
233,LEGACY-XLS-37503,PROTINEX DIABETS CARE 200GM PWD,NUTRICIA INTERNATIONAL PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,410.00,410.00,304.79,25.66,1.00,19019090,18.00,PROTINEX DIABETS CARE 200GM PWD,,PROTINEX(TAG),12/10/2023
234,LEGACY-XLS-37866,BLOOD PRESSURE MONITOR-BPL,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1733.44,1733.44,840.00,51.54,0.00,90189023,5.00,BLOOD PRESSURE MONITOR-BPL,,OTC,24/10/2023
235,LEGACY-XLS-38924,STIMULAC 200GM GRANULES,BIOMIICRON PHARMACEUTICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,306.56,306.56,233.57,23.81,1.00,30049099,5.00,STIMULAC 200GM GRANULES,,OTX,06/11/2023
236,LEGACY-XLS-38930,STATURE METER,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,11 pack,350.00,350.00,143.00,59.14,0.00,90189011,5.00,STATURE METER,,OTX,06/11/2023
237,LEGACY-XLS-39105,FINGER PULSE OXIMETER-ELKO,ELKO SURGICAL AND ALLIED PRODUCTS LLP,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1425.00,1425.00,957.00,32.84,0.00,90189019,5.00,FINGER PULSE OXIMETER-ELKO,,ELKO(TAG),10/11/2023
238,LEGACY-XLS-39227,AJAMAMSA 500GM RASAYANAM,,VITAMINS & SUPPLEMENTS-HW,1 pack,250.00,250.00,190.48,23.81,0.00,30049011,5.00,AJAMAMSA RASAYANAM 500GM,,OTC,11/11/2023
239,LEGACY-XLS-39433,OATS GOLD 400GM-SAFFOLA,MICRO LABS LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,95.00,95.00,75.56,20.46,6.00,300449,5.00,OATS GOLD 400GM-SAFFOLA,,OTC,13/11/2023
240,LEGACY-XLS-39916,STRENGTH PLUS 400GM LEHYAM,ALPHA AYURVEDIC PHARMACUTICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,345.00,345.00,256.69,25.60,1.00,30049011,5.00,STRENGTH PLUS 400GM LEHYAM,,OTC,22/11/2023
241,LEGACY-XLS-40255,ENSURE HP VANILLA 200GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,390.00,390.00,326.86,16.19,0.00,21069091,5.00,ENSURE HP VANILLA 200GM PWD,,ENSURE(TAG),29/11/2023
242,LEGACY-XLS-40258,ENSURE HP VANILLA 400GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,783.05,783.05,656.27,16.19,2.00,21069091,5.00,ENSURE HP VANILLA 400GM PWD,,ENSURE(TAG),29/11/2023
243,LEGACY-XLS-41429,VITAGLIN PRO 200GM PWD,,VITAMINS & SUPPLEMENTS-HW,1 pack,270.00,270.00,183.05,32.20,0.00,21069099,5.00,VITAGLIN PRO 200GM PWD,,OTX,13/12/2023
244,LEGACY-XLS-41467,PREGAKEM PREGNANCY TEST KIT,ALKEM LABORATORIES LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,60.94,60.94,16.90,72.27,0.00,38220019,5.00,PREGAKEM PREGNANCY TEST KIT,,OTX,13/12/2023
245,LEGACY-XLS-42073,BLOOD PRESSURE MONITOR BP 14-DR MOREPEN,MOREPEN LABORATORIES LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1310.00,1310.00,785.00,40.08,1.00,90189011,5.00,BLOOD PRESSURE MONITOR BP 14-DR MOREPEN,,MOREPEN(TAG),16/12/2023
246,LEGACY-XLS-42074,CONTOUR PLUS TEST STRIP 25S,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,656.00,656.00,531.23,19.02,0.00,38220090,5.00,CONTOUR PLUS TEST STRIP 25S,,CONTOUR PLUS(TAG),18/12/2023
247,LEGACY-XLS-42115,HORLICKS PROTEIN PLUS CHOCOLATE 400GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,650.00,650.00,514.04,20.92,1.00,21069099,5.00,HORLICKS PROTEIN PLUS CHOCOLATE 400GM PWD,,HORLICKS(TAG),18/12/2023
248,LEGACY-XLS-42324,BOOST 200GM PKT,HUHTAMAKI PPL LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,99.00,99.00,87.30,11.82,2.00,19019090,5.00,BOOST 200GM PKT,,BOOST(TAG),20/12/2023
249,LEGACY-XLS-42381,HORLICKS LITE BADAM 450GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,349.00,349.00,273.85,21.53,0.00,19019090,5.00,HORLICKS LITE BADAM 450GM PWD,,HORLICKS(TAG),20/12/2023
250,LEGACY-XLS-42382,HORLICKS 900GM PKT PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,469.00,469.00,377.75,19.46,1.00,19019090,5.00,HORLICKS 900GM PKT PWD,,HORLICKS(TAG),20/12/2023
251,LEGACY-XLS-42480,BLOOD GLUCOSE TEST STRIP 25S- CONTROL D,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,561.56,561.56,380.00,32.33,5.00,38220090,5.00,BLOOD GLUCOSE TEST STRIP 25S- CONTROL D,,OTX,21/12/2023
252,LEGACY-XLS-42504,WOMENS PLUS HORLICKS CARAMEL 200GM PWD,,VITAMINS & SUPPLEMENTS-HW,1 pack,150.00,150.00,132.28,11.81,4.00,19019090,5.00,WOMENS PLUS HORLICKS CARAMEL 200GM PWD,,HORLICKS(TAG),21/12/2023
253,LEGACY-XLS-42505,WOMENS PLUS HORLICKS CARAMEL 400GM PWD,,VITAMINS & SUPPLEMENTS-HW,1 pack,320.00,320.00,251.10,21.53,2.00,18069090,5.00,WOMENS PLUS HORLICKS CARAMEL 400GM PWD,,HORLICKS(TAG),21/12/2023
254,LEGACY-XLS-42514,WOMENS PLUS HORLICKS CHOCOLATE PKT 400GM PWD,,VITAMINS & SUPPLEMENTS-HW,1 pack,294.00,294.00,259.26,11.82,9.00,19019090,5.00,WOMENS PLUS HORLICKS CHOCOLATE PKT 400GM PWD,,HORLICKS(TAG),21/12/2023
255,LEGACY-XLS-42516,BLOOD PRESSURE DIGITAL MONITOR-KLIFE,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,2499.00,2499.00,800.00,67.99,1.00,90189011,5.00,BLOOD PRESSURE DIGITAL MONITOR-KLIFE,,KLIFE(TAG),21/12/2023
256,LEGACY-XLS-42561,BLOOD GLUCOSE MONITOR-CONTROL D,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,948.00,948.00,379.50,59.97,0.00,90189019,5.00,BLOOD GLUCOSE MONITOR-CONTROL D,,OTX,22/12/2023
257,LEGACY-XLS-42750,BLOOD PRESSURE MONITOR MERCURY-EASYCARE,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,2349.00,2349.00,1875.00,20.18,0.00,90189019,5.00,BLOOD PRESSURE MONITOR MERCURY-EASYCARE,,OTX,23/12/2023
258,LEGACY-XLS-43076,BLOOD GLUCOSE MONITOR LANCING DEVICE-ACCU CHEK INSTANT S,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,820.00,820.00,595.30,27.40,1.00,90189019,5.00,BLOOD GLUCOSE MONITOR LANCING DEVIC-ACCU CHEK INSTANT S,,OTX,01/01/2024
259,LEGACY-XLS-43285,KUDAMPULI 500GM LEHYAM,,VITAMINS & SUPPLEMENTS-HW,1 pack,580.00,580.00,440.00,24.14,0.00,30049011,5.00,KUDAMPULI 500GM LEHYAM,,OTC,04/01/2024
260,LEGACY-XLS-43599,BLOOD LANCETS- KLIFE,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,350.00,350.00,64.00,81.71,1.00,90189099,5.00,BLOOD LANCETS- KLIFE,,KLIFE(TAG),06/01/2024
261,LEGACY-XLS-43695,GLUNEO LITE TEST STRIP 100S-KLIFE,OSANG HEALTHCARE,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,2199.00,2199.00,550.01,74.99,15.00,38220019,5.00,GLUNEO LITE TEST STRIP 100S-KLIFE,,OTX,08/01/2024
262,LEGACY-XLS-43696,AMKAY BLOOD LANCET 100S,AMKAY PRODUCTS PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,100 pack,300.00,300.00,0.60,99.80,1000.00,38220019,5.00,AMKAY BLOOD LANCET 100S,,OTX,08/01/2024
263,LEGACY-XLS-43705,BLOOD PRESSURE MONITOR HEM 7141T1-OMRON,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,2719.00,2719.00,1809.52,33.45,0.00,90189011,5.00,BLOOD PRESSURE MONITOR HEM 7141T1-OMRON,,OMRON(TAG),08/01/2024
264,LEGACY-XLS-43708,GLUNEO LITE BARE GLUCOMETER-KLIFE,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,510.00,510.00,290.01,43.14,5.00,90189019,5.00,GLUNEO LITE BARE GLUCOMETER-KLIFE,,OTX,08/01/2024
265,LEGACY-XLS-44409,BLOOD PRESSURE MONITOR-CONTROL D,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,2099.00,2099.00,952.00,54.65,0.00,90189011,5.00,BLOOD PRESSURE MONITOR-CONTROL D,,OTX,13/01/2024
266,LEGACY-XLS-44956,ALBUZEST RENO 420GM PWD,ALNICHE LIFE SCIENCES PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,2190.00,2190.00,1500.00,31.51,0.00,21069099,5.00,ALBUZEST RENO 420GM PWD,,OTX,18/01/2024
